#,128,125,62.5019
#,128,126,62.4051
#,128,127,62.4904
#,128,0,63.3121
$,128,5485.16
#,128,1,74.3239
#,128,2,53.072
#,128,3,59.0885
#,128,4,64.1096
#,128,5,74.1978
#,128,6,60.0832
#,128,7,74.3355
#,128,8,32.6436
#,128,9,74.3984
#,128,10,48.3952
#,128,11,74.1864
#,128,12,74.2042
#,128,13,63.9595
#,128,14,68.9444
#,128,15,74.3625
#,128,16,31.631
#,128,17,74.2036
#,128,18,64.0956
#,128,19,64.0652
#,128,20,56.2241
#,128,21,74.4275
#,128,22,58.9503
#,128,23,74.3362
#,128,24,47.9351
#,128,25,74.183
#,128,26,55.9062
#,128,27,55.1438
#,128,28,58.9531
#,128,29,74.1856
#,128,30,68.9279
#,128,31,74.1758
#,128,32,47.7914
#,128,33,74.1898
#,128,34,52.9186
#,128,35,53.9412
#,128,36,59.0863
#,128,37,74.1726
#,128,38,59.9131
#,128,39,58.0895
#,128,40,32.6218
#,128,41,55.9371
#,128,42,48.2269
#,128,43,57.9532
#,128,44,59.9848
#,128,45,74.2027
#,128,46,58.9658
#,128,47,74.3301
#,128,48,47.9208
#,128,49,58.9628
#,128,50,68.9304
#,128,51,74.1898
#,128,52,74.3995
#,128,53,74.316
#,128,54,52.9679
#,128,55,74.3305
#,128,56,47.8979
#,128,57,74.1914
#,128,58,48.964
#,128,59,74.1786
#,128,60,59.1787
#,128,61,74.1946
#,128,62,63.9619
#,128,63,74.1848
#,128,64,28.1466
#,128,65,74.314
#,128,66,46.9615
#,128,67,46.0165
#,128,68,48.0696
#,128,69,63.9426
#,128,70,60.0464
#,128,71,74.3337
#,128,72,32.628
#,128,73,74.3312
#,128,74,48.2418
#,128,75,57.9706
#,128,76,74.2044
#,128,77,63.9441
#,128,78,52.9712
#,128,79,74.3543
#,128,80,29.1133
#,128,81,74.1988
#,128,82,49.9374
#,128,83,63.9792
#,128,84,56.193
#,128,85,59.0974
#,128,86,58.9425
#,128,87,74.3296
#,128,88,47.928
#,128,89,74.1826
#,128,90,34.7132
#,128,91,36.2587
#,128,92,59.0773
#,128,93,74.1804
#,128,94,69.0583
#,128,95,74.1761
#,128,96,31.1708
#,128,97,74.1892
#,128,98,48.5714
#,128,99,53.9438
#,128,100,59.1135
#,128,101,74.3152
#,128,102,60.0423
#,128,103,58.0853
#,128,104,32.7228
#,128,105,55.93
#,128,106,47.9565
#,128,107,57.9527
#,128,108,74.3085
#,128,109,74.2067
#,128,110,69.0611
#,128,111,74.3671
#,128,112,47.9361
#,128,113,74.2054
#,128,114,68.9478
#,128,115,74.3315
#,128,116,74.438
#,128,117,74.3427
#,128,118,60.0757
#,128,119,74.3368
#,128,120,47.9156
#,128,121,74.3443
#,128,122,55.9273
#,128,123,74.3332
#,128,124,59.2711
#,128,125,74.3447
#,128,126,68.9413
#,128,127,74.1971
#,128,0,48.9801
$,128,5629.76
#,128,1,72.9669
#,128,2,58.086
#,128,3,72.7828
#,128,4,34.6462
#,128,5,72.728
#,128,6,55.9794
#,128,7,43.1803
#,128,8,60.0265
#,128,9,72.9015
#,128,10,72.8374
#,128,11,72.9511
#,128,12,62.1201
#,128,13,72.7961
#,128,14,43.1128
#,128,15,44.8394
#,128,16,69.1239
#,128,17,72.9309
#,128,18,52.1773
#,128,19,72.8652
#,128,20,35.7047
#,128,21,72.7248
#,128,22,57.3956
#,128,23,29.2985
#,128,24,72.953
#,128,25,62.2332
#,128,26,62.1209
#,128,27,72.897
#,128,28,62.1367
#,128,29,61.9945
#,128,30,57.5825
#,128,31,47.1244
#,128,32,57.2448
#,128,33,67.2388
#,128,34,58.0969
#,128,35,72.7308
#,128,36,35.7345
#,128,37,43.1066
#,128,38,57.4221
#,128,39,20.6017
#,128,40,72.9591
#,128,41,72.8994
#,128,42,72.8357
#,128,43,72.948
#,128,44,72.6949
#,128,45,55.1254
#,128,46,45.435
#,128,47,48.9955
#,128,48,63.215
#,128,49,72.936
#,128,50,54.3702
#,128,51,72.7206
#,128,52,35.7081
#,128,53,56.9848
#,128,54,47.0019
#,128,55,29.1612
#,128,56,72.7238
#,128,57,72.8691
#,128,58,57.0499
#,128,59,72.8688
#,128,60,41.9927
#,128,61,72.7273
#,128,62,54.9824
#,128,63,34.0623
#,128,64,72.8505
#,128,65,72.9277
#,128,66,58.0799
#,128,67,72.7242
#,128,68,34.632
#,128,69,72.7222
#,128,70,55.9711
#,128,71,42.9635
#,128,72,45.7012
#,128,73,72.8739
#,128,74,72.7957
#,128,75,62.1594
#,128,76,61.9954
#,128,77,72.7176
#,128,78,42.0002
#,128,79,44.8316
#,128,80,57.137
#,128,81,61.1925
#,128,82,48.4097
#,128,83,44.7515
#,128,84,31.0016
#,128,85,44.633
#,128,86,40.997
#,128,87,18.6795
#,128,88,72.9553
#,128,89,72.8778
#,128,90,72.7842
#,128,91,72.8778
#,128,92,72.8486
#,128,93,72.7367
#,128,94,57.5907
#,128,95,55.1024
#,128,96,72.9524
#,128,97,72.9357
#,128,98,58.0982
#,128,99,72.73
#,128,100,35.736
#,128,101,72.7338
#,128,102,57.4281
#,128,103,49.5688
#,128,104,72.9439
#,128,105,72.8793
#,128,106,72.8382
#,128,107,72.9053
#,128,108,72.6956
#,128,109,72.856
#,128,110,45.4354
#,128,111,54.961
#,128,112,72.9257
#,128,113,72.9357
#,128,114,61.3418
#,128,115,72.724
#,128,116,35.7227
#,128,117,72.7273
#,128,118,57.549
#,128,119,29.3045
#,128,120,72.7284
#,128,121,72.9733
#,128,122,57.1095
#,128,123,72.904
#,128,124,72.718
#,128,125,72.8589
#,128,126,57.1149
#,128,127,34.1258
#,128,0,73.5573
$,128,6423.1
#,128,1,81.0354
#,128,2,86.6302
#,128,3,37.5819
#,128,4,75.867
#,128,5,42.928
#,128,6,75.7991
#,128,7,70.8474
#,128,8,75.8405
#,128,9,86.6152
#,128,10,86.3732
#,128,11,41.7205
#,128,12,70.9645
#,128,13,61.8264
#,128,14,68.8288
#,128,15,69.834
#,128,16,86.4815
#,128,17,86.5219
#,128,18,86.5913
#,128,19,86.5043
#,128,20,86.395
#,128,21,86.3763
#,128,22,86.372
#,128,23,86.6366
#,128,24,86.4018
#,128,25,86.4673
#,128,26,86.3803
#,128,27,86.6641
#,128,28,86.3854
#,128,29,86.5652
#,128,30,75.7571
#,128,31,86.562
#,128,32,86.4243
#,128,33,86.4756
#,128,34,86.5945
#,128,35,79.04
#,128,36,86.7171
#,128,37,86.3689
#,128,38,86.3659
#,128,39,70.8364
#,128,40,86.3933
#,128,41,86.4368
#,128,42,86.3737
#,128,43,61.8919
#,128,44,86.3784
#,128,45,75.7888
#,128,46,75.7273
#,128,47,69.8376
#,128,48,74.8187
#,128,49,86.4397
#,128,50,86.5299
#,128,51,75.8924
#,128,52,86.3899
#,128,53,70.7946
#,128,54,86.3652
#,128,55,86.4223
#,128,56,70.8025
#,128,57,75.8661
#,128,58,86.3761
#,128,59,86.4685
#,128,60,86.3807
#,128,61,86.4773
#,128,62,64.7777
#,128,63,67.8821
#,128,64,86.4155
#,128,65,86.4616
#,128,66,86.5515
#,128,67,43.0001
#,128,68,86.4403
#,128,69,70.8282
#,128,70,86.3589
#,128,71,70.8166
#,128,72,86.424
#,128,73,86.5979
#,128,74,86.3734
#,128,75,59.9867
#,128,76,70.919
#,128,77,61.8335
#,128,78,75.7161
#,128,79,69.8396
#,128,80,86.4707
#,128,81,86.4759
#,128,82,86.58
#,128,83,75.8981
#,128,84,86.3922
#,128,85,86.3719
#,128,86,86.3684
#,128,87,46.7616
#,128,88,86.3957
#,128,89,63.7241
#,128,90,56.7957
#,128,91,56.772
#,128,92,86.3811
#,128,93,63.9524
#,128,94,75.7489
#,128,95,86.4573
#,128,96,86.4198
#,128,97,68.891
#,128,98,86.5895
#,128,99,78.9833
#,128,100,86.4443
#,128,101,71.7966
#,128,102,86.3556
#,128,103,70.8314
#,128,104,64.7961
#,128,105,86.489
#,128,106,69.7899
#,128,107,60.9132
#,128,108,71.7838
#,128,109,51.8059
#,128,110,75.7228
#,128,111,59.949
#,128,112,74.8462
#,128,113,63.8584
#,128,114,71.0012
#,128,115,73.5004
#,128,116,86.3885
#,128,117,70.7896
#,128,118,70.7885
#,128,119,70.8966
#,128,120,42.8506
#,128,121,73.9966
#,128,122,57.093
#,128,123,56.1063
#,128,124,86.3797
#,128,125,45.0169
#,128,126,64.7736
#,128,127,60.9474
#,128,0,86.414
$,128,6174.87
#,128,1,75.4285
#,128,2,75.5669
#,128,3,58.5743
#,128,4,75.4536
#,128,5,75.65
#,128,6,75.6383
#,128,7,75.448
#,128,8,61.2832
#,128,9,65.0628
#,128,10,65.1273
#,128,11,75.4246
#,128,12,75.5978
#,128,13,58.0438
#,128,14,48.0711
#,128,15,50.9072
#,128,16,75.4721
#,128,17,58.8959
#,128,18,75.4202
#,128,19,60.8795
#,128,20,59.9162
#,128,21,59.9143
#,128,22,47.9172
#,128,23,60.9129
#,128,24,75.4488
#,128,25,50.0432
#,128,26,52.9281
#,128,27,61.9081
#,128,28,32.0403
#,128,29,61.8891
#,128,30,39.9046
#,128,31,75.4584
#,128,32,75.5971
#,128,33,75.4435
#,128,34,75.4509
#,128,35,57.9141
#,128,36,59.933
#,128,37,75.5808
#,128,38,75.5644
#,128,39,75.4429
#,128,40,75.4533
#,128,41,65.0288
#,128,42,59.9658
#,128,43,59.9119
#,128,44,75.6091
#,128,45,59.9376
#,128,46,53.9033
#,128,47,75.4436
#,128,48,75.4654
#,128,49,75.4336
#,128,50,75.4337
#,128,51,60.0682
#,128,52,75.4311
#,128,53,59.9283
#,128,54,75.4307
#,128,55,75.4236
#,128,56,75.4445
#,128,57,32.0478
#,128,58,55.8711
#,128,59,75.4173
#,128,60,28.6527
#,128,61,61.8955
#,128,62,49.0499
#,128,63,49.9178
#,128,64,75.6018
#,128,65,75.4301
#,128,66,75.4455
#,128,67,52.6297
#,128,68,68.063
#,128,69,71.7909
#,128,70,75.5483
#,128,71,75.4414
#,128,72,51.2354
#,128,73,65.0167
#,128,74,65.0446
#,128,75,75.4185
#,128,76,75.5852
#,128,77,53.938
#,128,78,47.9184
#,128,79,42.8597
#,128,80,75.5905
#,128,81,25.0438
#,128,82,60.0743
#,128,83,60.8726
#,128,84,38.0054
#,128,85,59.903
#,128,86,46.0633
#,128,87,60.9057
#,128,88,59.9177
#,128,89,41.311
#,128,90,52.9188
#,128,91,59.9217
#,128,92,21.9058
#,128,93,59.9811
#,128,94,39.9453
#,128,95,75.5848
#,128,96,75.6017
#,128,97,75.4496
#,128,98,75.4604
#,128,99,75.4467
#,128,100,75.5861
#,128,101,75.6137
#,128,102,75.5728
#,128,103,75.6502
#,128,104,75.5133
#,128,105,65.0554
#,128,106,75.5855
#,128,107,75.5719
#,128,108,75.6111
#,128,109,61.9636
#,128,110,53.9113
#,128,111,75.5866
#,128,112,75.4779
#,128,113,75.4404
#,128,114,75.5547
#,128,115,61.1715
#,128,116,75.4361
#,128,117,75.4355
#,128,118,75.56
#,128,119,75.489
#,128,120,75.4554
#,128,121,59.0479
#,128,122,60.0599
#,128,123,75.5456
#,128,124,32.1063
#,128,125,62.0391
#,128,126,49.1496
#,128,127,53.1881
#,128,0,86.0955
$,128,5357.98
