1,0,0.376418
===========================
1,0,0.375526
===========================
1,0,0.375955
===========================
1,0,0.376398
===========================
1,0,0.376391
===========================
8,1,0.0871527
8,2,0.0765297
8,3,0.0760928
8,7,0.0599964
8,6,0.0599866
8,4,0.0604593
8,5,0.0599116
8,0,0.0596373
===========================
8,1,0.087126
8,2,0.0767508
8,3,0.0781596
8,5,0.0601215
8,4,0.0596961
8,7,0.0602975
8,6,0.060807
8,0,0.0597953
===========================
8,1,0.0887971
8,3,0.0770911
8,2,0.076851
8,6,0.0606198
8,4,0.0599338
8,7,0.0616415
8,5,0.0604852
8,0,0.0590226
===========================
8,2,0.0877615
8,1,0.0774032
8,3,0.0781315
8,5,0.0608177
8,7,0.0614939
8,4,0.0609139
8,6,0.0608634
8,0,0.058969
===========================
8,1,0.0876386
8,2,0.0769455
8,3,0.078041
8,7,0.0602168
8,5,0.0597791
8,4,0.0596179
8,6,0.0601816
8,0,0.059237
===========================
16,15,0.0525617
16,9,0.0516376
16,14,0.0525257
16,13,0.0537536
16,11,0.0519449
16,3,0.0519915
16,10,0.0518297
16,12,0.0519146
16,4,0.0513279
16,6,0.0516592
16,2,0.0519752
16,5,0.0512915
16,8,0.0517951
16,1,0.051763
16,7,0.0497046
16,0,0.0339667
===========================
16,4,0.0515069
16,12,0.053207
16,15,0.0537887
16,10,0.0528207
16,2,0.0520331
16,9,0.0521116
16,14,0.0518687
16,8,0.052587
16,11,0.0530199
16,1,0.0529761
16,13,0.0527805
16,5,0.0508571
16,6,0.0514609
16,7,0.0512086
16,3,0.0484815
16,0,0.0338292
===========================
16,11,0.0517626
16,15,0.0526716
16,14,0.0529487
16,5,0.0515751
16,4,0.0511449
16,9,0.0537434
16,12,0.0521819
16,1,0.0522581
16,3,0.0508057
16,13,0.0529421
16,10,0.0515885
16,8,0.0512636
16,2,0.0515497
16,6,0.0507463
16,7,0.0501089
16,0,0.0340594
===========================
16,15,0.0525905
16,5,0.0510894
16,14,0.0538002
16,13,0.0527448
16,10,0.0529601
16,6,0.0523726
16,3,0.0508788
16,8,0.0509297
16,1,0.0519228
16,11,0.0516454
16,12,0.0520554
16,2,0.0515193
16,9,0.0520093
16,7,0.0511098
16,4,0.0516822
16,0,0.0339017
===========================
16,15,0.0529031
16,9,0.0526875
16,5,0.0513101
16,3,0.0516314
16,13,0.0518126
16,12,0.0525475
16,6,0.0518338
16,14,0.0524781
16,7,0.051137
16,10,0.0511641
16,4,0.0508325
16,11,0.0525251
16,8,0.0517059
16,2,0.0502864
16,1,0.0503069
16,0,0.0348682
===========================
32,13,0.0352206
32,1,0.0343777
32,12,0.0220473
32,15,0.0231253
32,14,0.0238462
32,9,0.0360725
32,3,0.0287091
32,2,0.0296768
32,10,0.026922
32,8,0.0276744
32,11,0.0267283
32,0,0.0406692
32,6,0.0443559
32,7,0.0360816
32,5,0.0368899
32,4,0.0346396
32,22,0.0376481
32,20,0.0285717
32,19,0.0269411
32,26,0.0272103
32,25,0.028255
32,18,0.0273013
32,21,0.0269902
32,27,0.0281202
32,17,0.0277523
32,24,0.0279963
32,16,0.026878
32,23,0.0268814
32,30,0.0165833
32,31,0.0142567
32,29,0.0143542
32,28,0.0144172
===========================
32,1,0.0186323
32,2,0.0275289
32,13,0.0448743
32,14,0.0359866
32,3,0.0368376
32,15,0.0358534
32,12,0.0355505
32,0,0.0550429
32,5,0.0528107
32,9,0.0517877
32,8,0.0397672
32,4,0.0399484
32,11,0.0406185
32,6,0.039268
32,10,0.039522
32,7,0.0404323
32,26,0.0378911
32,21,0.0385793
32,18,0.0271615
32,23,0.0271137
32,27,0.0269273
32,20,0.0268609
32,22,0.0267197
32,19,0.0261836
32,17,0.0259005
32,25,0.0258522
32,16,0.0254648
32,24,0.0248167
32,29,0.0165166
32,31,0.0143464
32,30,0.0143544
32,28,0.0142661
===========================
32,2,0.0276632
32,15,0.027349
32,1,0.0289124
32,13,0.0231678
32,12,0.0231805
32,14,0.0235837
32,3,0.0299382
32,0,0.0574431
32,5,0.0549426
32,9,0.0535806
32,4,0.0369826
32,7,0.0379139
32,8,0.0364947
32,6,0.0368759
32,11,0.0359192
32,10,0.0357279
32,26,0.0369877
32,21,0.0371632
32,18,0.025557
32,23,0.0257751
32,24,0.0258808
32,22,0.0269541
32,27,0.0263725
32,16,0.0263242
32,20,0.0268357
32,17,0.0259758
32,19,0.0258012
32,25,0.0249042
32,30,0.0165851
32,31,0.0143427
32,29,0.0143738
32,28,0.0143511
===========================
32,1,0.0201047
32,3,0.0220385
32,2,0.0229822
32,0,0.0935991
32,10,0.0650668
32,13,0.0646833
32,5,0.0527104
32,9,0.040969
32,8,0.0408999
32,14,0.0404606
32,11,0.0383027
32,15,0.0365848
32,12,0.037067
32,6,0.0246777
32,4,0.0246868
32,7,0.0241179
32,22,0.0395722
32,27,0.037749
32,19,0.025893
32,23,0.0273131
32,21,0.0268091
32,26,0.0267333
32,20,0.0264706
32,18,0.0265347
32,16,0.0255435
32,17,0.0257459
32,24,0.0254203
32,25,0.0252313
32,29,0.0163623
32,30,0.0144383
32,28,0.0144024
32,31,0.0144429
===========================
32,1,0.0184791
32,2,0.0276721
32,13,0.0443756
32,3,0.0346528
32,15,0.0325988
32,14,0.0323842
32,12,0.0315718
32,0,0.05051
32,9,0.0543445
32,5,0.053271
32,10,0.0380319
32,8,0.0377227
32,6,0.0381005
32,7,0.0375318
32,4,0.0383357
32,11,0.0367876
32,21,0.036973
32,25,0.0381283
32,27,0.0276383
32,24,0.0266671
32,19,0.0273817
32,26,0.0270153
32,18,0.0268037
32,16,0.026241
32,17,0.0247653
32,22,0.0250552
32,23,0.024457
32,20,0.0249399
32,29,0.0164545
32,30,0.0142189
32,28,0.0142755
32,31,0.0144432
===========================
64,2,0.0309277
64,42,0.0177856
64,1,0.0385618
64,34,0.0261431
64,33,0.0273907
64,43,0.0260406
64,32,0.0234196
64,37,0.0202658
64,3,0.024309
64,40,0.0333219
64,41,0.0232824
64,45,0.0197854
64,35,0.0214622
64,17,0.0150073
64,38,0.0173146
64,39,0.0167529
64,36,0.0168646
64,5,0.0285571
64,44,0.0281947
64,47,0.0286789
64,46,0.0379891
64,7,0.0259463
64,4,0.0249854
64,6,0.0264852
64,0,0.0418719
64,14,0.0204739
64,9,0.0244039
64,16,0.023053
64,10,0.02534
64,18,0.0264524
64,8,0.0394007
64,11,0.0454724
64,19,0.0413972
64,15,0.0430187
64,13,0.0357098
64,25,0.036241
64,27,0.0214716
64,12,0.0241937
64,24,0.0172938
64,26,0.0169398
64,21,0.0158053
64,29,0.0144975
64,23,0.0184719
64,20,0.0236979
64,31,0.0229325
64,51,0.0208526
64,61,0.0302671
64,30,0.0188922
64,53,0.0239538
64,62,0.0174938
64,55,0.0177855
64,54,0.0173488
64,22,0.017681
64,60,0.0159607
64,52,0.0153227
64,49,0.0144686
64,48,0.0142499
64,50,0.0143761
64,28,0.017459
64,63,0.0112684
64,57,0.0103141
64,58,0.0106407
64,56,0.0106573
64,59,0.0106175
===========================
64,1,0.0165172
64,3,0.012314
64,2,0.0154088
64,5,0.0216954
64,0,0.0405483
64,13,0.0273448
64,7,0.0314728
64,4,0.0316479
64,14,0.0319485
64,6,0.0424087
64,9,0.0305818
64,15,0.0332301
64,12,0.0278788
64,37,0.0464383
64,38,0.0397616
64,10,0.0396741
64,36,0.0791029
64,11,0.0469353
64,34,0.0422859
64,23,0.0442567
64,39,0.046798
64,8,0.0456876
64,33,0.043364
64,32,0.0361359
64,54,0.0243495
64,35,0.0278049
64,29,0.021901
64,45,0.0270669
64,22,0.0367455
64,41,0.0298468
64,21,0.0285041
64,47,0.0296311
64,42,0.0313193
64,20,0.031276
64,55,0.031108
64,51,0.0280978
64,63,0.0388562
64,18,0.0266403
64,40,0.0257715
64,46,0.0246071
64,49,0.0232207
64,44,0.0236038
64,53,0.0229489
64,52,0.0245256
64,50,0.0190582
64,17,0.0175873
64,19,0.0192148
64,43,0.0253074
64,60,0.0161997
64,26,0.015959
64,16,0.0229819
64,48,0.0134874
64,61,0.013693
64,62,0.0131264
64,25,0.0136521
64,59,0.0100783
64,28,0.01181
64,30,0.0115013
64,31,0.0112807
64,24,0.0122285
64,27,0.0123294
64,58,0.0109004
64,57,0.0108824
64,56,0.0108586
===========================
64,5,0.00954793
64,1,0.0318234
64,4,0.0160771
64,6,0.0164161
64,7,0.0164738
64,13,0.0246616
64,15,0.016222
64,3,0.0160034
64,14,0.0158783
64,12,0.0258012
64,2,0.0194729
64,0,0.0350618
64,22,0.0240138
64,21,0.0358594
64,20,0.0265032
64,23,0.0281763
64,17,0.032421
64,16,0.0374531
64,49,0.0329256
64,9,0.0318571
64,41,0.0297617
64,11,0.0356248
64,10,0.0383892
64,19,0.0381114
64,18,0.0349229
64,29,0.0381651
64,8,0.0352508
64,61,0.0306431
64,30,0.0298101
64,42,0.0284402
64,31,0.0304376
64,53,0.0279144
64,51,0.0256444
64,40,0.0389168
64,60,0.0237214
64,28,0.0325507
64,62,0.025684
64,63,0.0281715
64,43,0.0311898
64,25,0.0225544
64,35,0.0185095
64,55,0.0212761
64,39,0.0177755
64,48,0.0269923
64,50,0.025823
64,52,0.0197722
64,54,0.0170068
64,34,0.015739
64,46,0.0136973
64,26,0.0130498
64,33,0.0208888
64,32,0.0214682
64,57,0.0129003
64,27,0.0124474
64,24,0.0131752
64,38,0.0134575
64,59,0.0125273
64,56,0.0125913
64,45,0.0126362
64,47,0.0126776
64,44,0.0126112
64,36,0.0125521
64,37,0.0153744
64,58,0.0111546
===========================
64,2,0.0138912
64,3,0.0181963
64,1,0.030036
64,14,0.0226672
64,13,0.0244197
64,0,0.0347944
64,5,0.0188889
64,12,0.0190117
64,8,0.0347611
64,9,0.0348763
64,15,0.0470761
64,10,0.0451397
64,11,0.0356321
64,7,0.0546076
64,6,0.0465869
64,54,0.0294827
64,4,0.0466022
64,51,0.0281728
64,20,0.0338001
64,55,0.0368042
64,26,0.0546221
64,21,0.0378473
64,22,0.0336438
64,19,0.0283494
64,18,0.0301777
64,17,0.0289583
64,23,0.0379836
64,25,0.0272165
64,27,0.026293
64,16,0.0383552
64,53,0.0347063
64,52,0.0346095
64,48,0.0226115
64,24,0.031138
64,57,0.0312908
64,58,0.024369
64,49,0.0278802
64,38,0.0272637
64,39,0.0245999
64,50,0.032336
64,37,0.0226691
64,47,0.0281311
64,56,0.0328106
64,59,0.0238997
64,45,0.0180726
64,36,0.0293258
64,62,0.0143736
64,44,0.0140705
64,46,0.0145071
64,33,0.0140217
64,35,0.0133287
64,32,0.013893
64,34,0.0150754
64,61,0.0109341
64,30,0.0233194
64,29,0.0142351
64,28,0.0138098
64,31,0.0138448
64,63,0.0121817
64,60,0.0121327
64,42,0.0077269
64,41,0.00747372
64,43,0.0106727
64,40,0.0104424
===========================
64,3,0.0233157
64,16,0.0198028
64,21,0.0232124
64,30,0.0326503
64,31,0.0218153
64,19,0.0264402
64,28,0.0237298
64,29,0.0236091
64,20,0.0200467
64,23,0.0199826
64,22,0.0204638
64,17,0.0196743
64,18,0.0192582
64,2,0.0289493
64,27,0.0161763
64,24,0.0164775
64,25,0.020372
64,26,0.0278574
64,1,0.0546763
64,0,0.0390504
64,10,0.0257962
64,8,0.0244186
64,9,0.0270586
